layer_key,attachment_type,source_id,target_region_id,weight,source_file,source_hash,notes
1,import,International Imports,ZA,1.000000000000,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,conservative hydro_import proxy; module 09 resolves final bus IDs
10,export,International Exports,North West,0.074105358089,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
10,export,International Exports,Northern Cape,0.056524896436,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
10,export,International Exports,Western Cape,0.084293895119,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,East London,0.025373363003,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Gqeberha,0.052031277519,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Mthatha,0.035857939031,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Bloemfontein,0.009534588625,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Welkom,0.015973792422,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Johannesburg,0.033297534644,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Midrand,0.014014330608,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Nigel,0.037059572804,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Pretoria,0.039987161951,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Vaal,0.020072026890,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,West Rand,0.036578523407,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Hydra Central,0.043688141528,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Empangeni,0.045901823097,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Ladysmith,0.035591819281,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Newcastle,0.028894324963,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Pinetown,0.046445627355,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Lephalale,0.033494606195,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Phalaborwa,0.031561273552,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Polokwane,0.056341218362,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Warmbad,0.030154885098,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Highveld South,0.042682487052,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Lowveld,0.016364937801,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Middelburg,0.025380651205,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Witbank,0.028793943962,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Carletonville,0.067334940743,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Rustenburg,0.006770417346,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Kalahari,0.019690672701,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Kimberley,0.017490819756,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Namaqualand,0.005853862859,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Vredendal,0.013489541120,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Greater Komsberg,0.004749667229,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Outeniqua,0.061802575842,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,Peninsula,0.004384430026,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
34,export,International Exports,West Coast,0.013357222023,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
